hypothesis,coin,feature,date,period,rolling_ic
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-13 09:00:00,holdout,0.07825292016425739
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-14 09:00:00,holdout,0.08269424310755391
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-15 09:00:00,holdout,0.07281443428608127
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-16 09:00:00,holdout,0.07874891418716792
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-17 09:00:00,holdout,0.08291522568034194
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-18 09:00:00,holdout,0.07453548537517964
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-19 09:00:00,holdout,0.07880447759105659
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-20 09:00:00,holdout,0.0589200546875317
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-21 09:00:00,holdout,0.07834900333718531
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-22 09:00:00,holdout,0.07958928249568245
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-23 09:00:00,holdout,0.08500069110658151
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-24 09:00:00,holdout,0.06949610196504623
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-25 09:00:00,holdout,0.07135956136450342
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-26 09:00:00,holdout,0.04435026183513286
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-27 09:00:00,holdout,0.049027489178270274
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-02-28 09:00:00,holdout,0.023039585105514633
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-01 09:00:00,holdout,0.020389630969332946
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-02 09:00:00,holdout,0.027661986564447294
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-03 09:00:00,holdout,0.031059516891996264
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-04 09:00:00,holdout,0.05334302894599866
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-05 09:00:00,holdout,0.07029828216600602
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-06 09:00:00,holdout,0.06385426505304272
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-07 09:00:00,holdout,0.04695459935110654
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-08 09:00:00,holdout,0.03199997253277513
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-09 09:00:00,holdout,0.02538621078680459
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-10 09:00:00,holdout,0.04400229266423507
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-11 09:00:00,holdout,0.04608502601261234
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-12 09:00:00,holdout,0.04914697010860786
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-13 09:00:00,holdout,0.03640399706982007
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-14 09:00:00,holdout,0.028081335414498716
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-15 09:00:00,holdout,0.026285301134137986
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-16 09:00:00,holdout,0.03270266298107502
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-17 09:00:00,holdout,0.041480198197543804
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-18 09:00:00,holdout,0.058859146725156776
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-19 09:00:00,holdout,0.07393297276576391
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-20 09:00:00,holdout,0.07799843910177857
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-21 09:00:00,holdout,0.07914778570376402
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-22 09:00:00,holdout,0.07396256851195027
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-23 09:00:00,holdout,0.06607648072911933
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-24 09:00:00,holdout,0.0480664742680045
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-25 09:00:00,holdout,0.04693986977870226
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-26 09:00:00,holdout,0.05244977544763433
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-27 09:00:00,holdout,0.06001332601881115
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-28 09:00:00,holdout,0.05410903582888027
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-29 09:00:00,holdout,0.042643195453681844
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-30 09:00:00,holdout,0.05967686319094932
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-03-31 09:00:00,holdout,0.053033739297838035
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-01 09:00:00,holdout,0.038779833420140374
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-02 09:00:00,holdout,0.022688400572321087
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-03 09:00:00,holdout,0.0009012932377382853
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-04 09:00:00,holdout,-0.0003213875478648792
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-05 09:00:00,holdout,-0.0030153686208857743
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-06 09:00:00,holdout,0.004634784114790388
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-07 09:00:00,holdout,0.024089517481056064
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-08 09:00:00,holdout,0.019595685494992816
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-09 09:00:00,holdout,0.006577048975765952
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-10 09:00:00,holdout,0.008621178876476494
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-11 09:00:00,holdout,0.00862872550576906
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-12 09:00:00,holdout,0.01265608054535995
H2_engagement_quality,DOGE,musk_weighted_engagement_4h_log,2025-04-13 09:00:00,holdout,0.004413617668155408
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-04 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-05 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-06 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-07 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-08 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-09 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-10 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-11 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-12 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-13 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-14 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-15 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-16 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-17 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-18 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-19 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-20 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-21 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-22 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-23 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-24 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-25 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-26 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-27 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-28 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-29 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-30 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-01-31 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-01 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-02 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-03 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-04 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-05 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-06 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-07 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-08 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-09 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-10 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-11 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-12 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-13 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-14 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-15 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-16 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-17 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-18 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-19 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-20 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-21 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-22 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-23 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-24 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-25 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-26 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-27 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-02-28 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-01 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-02 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-03 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-04 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-05 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-06 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-07 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-08 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-09 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-10 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-11 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-12 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-13 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-14 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-15 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-16 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-17 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-18 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-19 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-20 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-21 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-22 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-23 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-24 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-25 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-26 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-27 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-28 00:00:00,train,-0.03832981773487534
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-29 00:00:00,train,-0.04879343371302841
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-30 00:00:00,train,-0.052419542867712395
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-03-31 00:00:00,train,-0.050574680315329315
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-01 00:00:00,train,-0.05426440542009548
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-02 00:00:00,train,-0.05693627532354684
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-03 00:00:00,train,-0.05114722386606889
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-04 00:00:00,train,-0.048602585862781884
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-05 00:00:00,train,-0.05019298461483627
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-06 00:00:00,train,-0.045230940508426604
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-07 00:00:00,train,-0.04904789751335711
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-08 00:00:00,train,-0.05381909376952026
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-09 00:00:00,train,-0.059735377127162544
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-10 00:00:00,train,-0.059735377127162544
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-11 00:00:00,train,-0.06336148628184654
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-12 00:00:00,train,-0.05967176117708038
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-13 00:00:00,train,-0.059162833576422984
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-14 00:00:00,train,-0.06259809488086043
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-15 00:00:00,train,-0.06406126173275047
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-16 00:00:00,train,-0.060562384478230834
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-17 00:00:00,train,-0.056236499872642905
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-18 00:00:00,train,-0.05655457962305378
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-19 00:00:00,train,-0.05808136242502599
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-20 00:00:00,train,-0.05458248517050635
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-21 00:00:00,train,-0.04764834661154925
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-22 00:00:00,train,-0.045230940508426604
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-23 00:00:00,train,0.043835402965998714
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-24 00:00:00,train,0.03940210111804425
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-25 00:00:00,train,0.04112113652847558
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-26 00:00:00,train,0.03827115676907628
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-27 00:00:00,train,0.07709367918689354
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-28 00:00:00,train,0.09625093247433114
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-29 00:00:00,train,0.10051320112983689
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-04-30 00:00:00,train,0.10057681707991906
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-01 00:00:00,train,0.10280337533279518
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-02 00:00:00,train,0.10305783913312389
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-03 00:00:00,train,0.09828664287696075
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-04 00:00:00,train,0.09701432387531725
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-05 00:00:00,train,0.09987704162901513
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-06 00:00:00,train,0.09745963552589247
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-07 00:00:00,train,0.09752325147597464
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-08 00:00:00,train,0.09835025882704292
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-09 00:00:00,train,0.09905003427794686
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-10 00:00:00,train,0.10121297658074081
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-11 00:00:00,train,0.10674756423789004
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-12 00:00:00,train,0.10795626728945137
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-13 00:00:00,train,0.10522078143591784
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-14 00:00:00,train,0.10865604274035531
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-15 00:00:00,train,0.1056024771364109
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-16 00:00:00,train,0.1058569409367396
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-17 00:00:00,train,0.1056024771364109
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-18 00:00:00,train,0.10261252748254866
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-19 00:00:00,train,0.10649310043756136
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-20 00:00:00,train,0.10541162928616438
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-21 00:00:00,train,0.10401207838435651
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-22 00:00:00,train,0.10420292623460305
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-23 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-24 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-25 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-26 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-27 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-28 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-29 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-30 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-05-31 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-01 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-02 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-03 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-04 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-05 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-06 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-07 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-08 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-09 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-10 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-11 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-12 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-13 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-14 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-15 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-16 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-17 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-18 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-19 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-20 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-21 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-22 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-23 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-24 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-25 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-26 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-27 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-28 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-29 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-06-30 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-01 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-02 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-03 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-04 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-05 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-06 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-07 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-08 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-09 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-10 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-11 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-12 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-13 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-14 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-15 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-16 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-17 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-18 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-19 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-20 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-21 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-22 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-23 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-24 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-25 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-26 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-27 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-28 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-29 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-30 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-07-31 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-01 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-02 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-03 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-04 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-05 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-06 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-07 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-08 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-09 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-10 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-11 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-12 00:00:00,train,0.0
H3_coin_specific,BTC,musk_mentions_BTC_8h,2023-08-13 00:00:00,train,0.0
